"","year","fold.out","alpha","FP","TP","FN","TN","hull.area"
"859",2021,2,25388.531259649,361,952,24,615,68010309286.0685
"860",2022,2,25388.531259649,513,1345,47,879,104258377513.269
"861",2023,2,25388.531259649,634,1898,43,1307,138726621069.113
"862",2024,2,25388.531259649,765,1802,44,1081,156172018118.395
"863",2025,2,25388.531259649,512,1177,43,708,192459149321.84
"864",2026,2,25388.531259649,0,6,0,6,192509011373.693
"865",2015,3,25388.531259649,413,487,3,77,276526953.381066
"866",2016,3,25388.531259649,256,436,7,187,1601507906.11681
"867",2017,3,25388.531259649,89,180,2,93,7554501650.1471
"868",2018,3,25388.531259649,448,751,20,323,16374632481.0507
"869",2019,3,25388.531259649,547,1422,15,890,31160955255.4902
"870",2020,3,25388.531259649,220,697,32,509,45404660992.4583
"871",2021,3,25388.531259649,349,941,36,628,67960184698.1903
"872",2022,3,25388.531259649,476,1335,56,915,102506932613.127
"873",2023,3,25388.531259649,630,1876,64,1310,135589240990.484
"874",2024,3,25388.531259649,721,1799,48,1126,155852923408.973
"875",2025,3,25388.531259649,472,1164,57,749,184728756565.918
"876",2026,3,25388.531259649,0,4,1,5,184773736858.591
"877",2015,4,25388.531259649,405,491,0,86,284868719.306282
"878",2016,4,25388.531259649,249,442,2,195,1740809967.54045
"879",2017,4,25388.531259649,76,177,5,106,6857637640.09076
"880",2018,4,25388.531259649,504,768,4,268,16664479619.4909
"881",2019,4,25388.531259649,530,1415,21,906,30800725028.8177
"882",2020,4,25388.531259649,234,688,40,494,43131727389.044
"883",2021,4,25388.531259649,373,948,28,603,68625544526.6025
"884",2022,4,25388.531259649,479,1356,36,913,105370229742.756
"885",2023,4,25388.531259649,665,1894,47,1276,137452247330.131
"886",2024,4,25388.531259649,758,1794,52,1088,155608202082.02
"887",2025,4,25388.531259649,510,1161,59,710,190454860772.431
"888",2026,4,25388.531259649,0,6,0,6,190494940112.52
"889",2015,5,25388.531259649,415,491,0,76,284909212.726659
"890",2016,5,25388.531259649,219,441,3,225,1676160212.07639
"891",2017,5,25388.531259649,75,177,5,107,7289344822.40941
"892",2018,5,25388.531259649,467,755,17,305,15656117888.9316
"893",2019,5,25388.531259649,500,1421,15,936,30157378031.6044
"894",2020,5,25388.531259649,221,713,16,508,44827773751.0746
"895",2021,5,25388.531259649,361,940,36,615,67130301497.8758
"896",2022,5,25388.531259649,482,1357,34,909,105413682367.669
"897",2023,5,25388.531259649,635,1895,45,1305,139897070038.201
"898",2024,5,25388.531259649,716,1825,22,1131,157535763309.123
"899",2025,5,25388.531259649,531,1157,64,690,187975478624.784
"900",2026,5,25388.531259649,0,4,1,5,187985218178.576
"901",2015,1,28209.4791773878,363,488,3,128,231495502.241483
"902",2016,1,28209.4791773878,250,442,2,194,1682453661.78692
"903",2017,1,28209.4791773878,76,175,7,106,6933733087.64587
"904",2018,1,28209.4791773878,473,760,12,299,16439614370.5047
"905",2019,1,28209.4791773878,534,1419,17,902,31426175634.1397
"906",2020,1,28209.4791773878,234,711,18,495,44856321157.9722
"907",2021,1,28209.4791773878,366,950,26,610,72394202199.803
"908",2022,1,28209.4791773878,499,1348,43,892,110574018886.743
"909",2023,1,28209.4791773878,687,1884,56,1253,142167392990.79
"910",2024,1,28209.4791773878,728,1815,32,1119,159944886673.548
"911",2025,1,28209.4791773878,553,1167,54,668,194484559185.148
"912",2026,1,28209.4791773878,0,4,1,5,194552828941.727
"913",2015,2,28209.4791773878,401,489,2,90,273702675.791056
"914",2016,2,28209.4791773878,258,441,3,186,1760584941.48138
"915",2017,2,28209.4791773878,83,177,5,99,7527431372.73165
"916",2018,2,28209.4791773878,496,767,5,276,16788021697.0099
"917",2019,2,28209.4791773878,522,1425,11,914,31576959120.5149
"918",2020,2,28209.4791773878,224,699,29,504,46173269972.4084
"919",2021,2,28209.4791773878,378,954,22,598,69952743794.7103
"920",2022,2,28209.4791773878,513,1347,45,879,112120327177.151
"921",2023,2,28209.4791773878,706,1900,41,1235,144891967041.094
"922",2024,2,28209.4791773878,774,1805,41,1072,162563692951.345
"923",2025,2,28209.4791773878,545,1176,44,675,205663692070.27
"924",2026,2,28209.4791773878,0,5,1,6,205727831833.454
"925",2015,3,28209.4791773878,399,487,3,91,279597682.277975
"926",2016,3,28209.4791773878,257,436,7,186,1630984449.23823
"927",2017,3,28209.4791773878,75,180,2,107,7726266720.70214
"928",2018,3,28209.4791773878,460,753,18,311,16591415378.809
"929",2019,3,28209.4791773878,527,1422,15,910,31753624259.6563
"930",2020,3,28209.4791773878,247,699,30,482,46198532562.315
"931",2021,3,28209.4791773878,377,947,30,600,71997738377.7455
"932",2022,3,28209.4791773878,499,1336,55,892,110132224226.659
"933",2023,3,28209.4791773878,659,1877,63,1281,144141567595.751
"934",2024,3,28209.4791773878,738,1806,41,1109,162565129896.546
"935",2025,3,28209.4791773878,530,1165,56,691,200989961286.064
"936",2026,3,28209.4791773878,0,5,0,5,201069810636.877
"937",2015,4,28209.4791773878,413,490,1,78,288659808.42599
"938",2016,4,28209.4791773878,252,443,1,192,1758261761.26195
"939",2017,4,28209.4791773878,69,177,5,113,6990635589.28796
"940",2018,4,28209.4791773878,476,768,4,296,16803449372.6496
"941",2019,4,28209.4791773878,509,1424,12,927,31392134540.5495
"942",2020,4,28209.4791773878,256,696,32,472,45700171639.682
"943",2021,4,28209.4791773878,351,954,22,625,71797737514.9787
"944",2022,4,28209.4791773878,533,1357,35,859,114718420300.097
"945",2023,4,28209.4791773878,688,1901,40,1253,145421805594.21
"946",2024,4,28209.4791773878,737,1796,50,1109,161884157052.465
"947",2025,4,28209.4791773878,574,1171,49,646,202952338875.803
"948",2026,4,28209.4791773878,0,6,0,6,203016304915.798
"949",2015,5,28209.4791773878,413,491,0,78,288399387.873441
"950",2016,5,28209.4791773878,241,441,3,203,1696265374.08192
"951",2017,5,28209.4791773878,81,177,5,101,7464080545.36885
"952",2018,5,28209.4791773878,441,755,17,331,15832791734.9406
"953",2019,5,28209.4791773878,524,1421,15,912,30664949394.3051
"954",2020,5,28209.4791773878,219,712,17,510,45632437888.6791
"955",2021,5,28209.4791773878,355,946,30,621,71108299998.6067
"956",2022,5,28209.4791773878,512,1356,35,879,115286450718.089
"957",2023,5,28209.4791773878,667,1901,39,1273,146222951309.973
"958",2024,5,28209.4791773878,719,1823,24,1128,163950325878.183
"959",2025,5,28209.4791773878,563,1160,61,658,199041781435.572
"960",2026,5,28209.4791773878,0,4,1,5,199067056722.434
"961",2015,1,42314.2187660817,398,487,4,93,234084372.046826
"962",2016,1,42314.2187660817,252,442,2,192,1761388034.49563
"963",2017,1,42314.2187660817,92,176,6,90,7750998759.46094
"964",2018,1,42314.2187660817,474,764,8,298,17068134390.7557
"965",2019,1,42314.2187660817,601,1424,12,835,35820902157.0765
"966",2020,1,42314.2187660817,253,716,13,476,49240262902.5296
"967",2021,1,42314.2187660817,472,957,19,504,87780362864.9615
"968",2022,1,42314.2187660817,567,1356,35,824,130951697542.896
"969",2023,1,42314.2187660817,801,1902,38,1139,176259545601.57
"970",2024,1,42314.2187660817,842,1826,21,1005,213008268665.181
"971",2025,1,42314.2187660817,620,1189,32,601,272632134303.266
"972",2026,1,42314.2187660817,0,5,0,5,272705044317.076
"973",2015,2,42314.2187660817,396,490,1,95,291095709.968364
"974",2016,2,42314.2187660817,257,442,2,187,1855249346.18692
"975",2017,2,42314.2187660817,77,177,5,105,8130783386.93714
"976",2018,2,42314.2187660817,480,768,4,292,17246596199.2125
"977",2019,2,42314.2187660817,594,1430,6,842,39186057388.7805
"978",2020,2,42314.2187660817,279,706,22,449,51308473920.9665
"979",2021,2,42314.2187660817,456,960,16,520,87246091621.6095
"980",2022,2,42314.2187660817,599,1363,29,793,132006028075.538
"981",2023,2,42314.2187660817,799,1911,30,1142,175526709106.181
"982",2024,2,42314.2187660817,858,1816,30,988,211975486975.409
"983",2025,2,42314.2187660817,640,1193,27,580,277357415668.751
"984",2026,2,42314.2187660817,0,6,0,6,277729778451.081
"985",2015,3,42314.2187660817,386,487,3,104,294446663.669255
"986",2016,3,42314.2187660817,256,439,4,187,1719961292.1266
"987",2017,3,42314.2187660817,82,180,2,100,8273281075.67335
"988",2018,3,42314.2187660817,464,755,16,307,17200919508.5705
"989",2019,3,42314.2187660817,603,1426,11,834,37663621131.9877
"990",2020,3,42314.2187660817,261,710,19,468,51478900546.0835
"991",2021,3,42314.2187660817,450,958,19,527,87783092200.7968
"992",2022,3,42314.2187660817,552,1357,34,839,131141284923.827
"993",2023,3,42314.2187660817,735,1890,50,1205,172118912098.272
"994",2024,3,42314.2187660817,849,1814,33,998,209267017240.872
"995",2025,3,42314.2187660817,574,1186,35,647,268037139837.655
"996",2026,3,42314.2187660817,0,4,1,5,268141276628.223
"997",2015,4,42314.2187660817,400,491,0,91,302779618.342415
"998",2016,4,42314.2187660817,242,443,1,202,1825436476.10292
"999",2017,4,42314.2187660817,80,178,4,102,7388354410.1914
"1000",2018,4,42314.2187660817,489,769,3,283,17387140706.0583
"1001",2019,4,42314.2187660817,591,1429,7,845,38529951226.8411
"1002",2020,4,42314.2187660817,256,710,18,472,50522502938.2012
"1003",2021,4,42314.2187660817,421,960,16,555,87602589677.847
"1004",2022,4,42314.2187660817,611,1363,29,781,131580211838.172
"1005",2023,4,42314.2187660817,776,1908,33,1165,172894377827.021
"1006",2024,4,42314.2187660817,827,1809,37,1019,204270776234.971
"1007",2025,4,42314.2187660817,612,1185,35,608,274138420720.27
"1008",2026,4,42314.2187660817,0,6,0,6,274197488878.858
"1009",2015,5,42314.2187660817,419,491,0,72,303385343.561598
"1010",2016,5,42314.2187660817,242,442,2,202,1756619397.33305
"1011",2017,5,42314.2187660817,87,177,5,95,8047542939.41186
"1012",2018,5,42314.2187660817,472,756,16,300,16449333082.6487
"1013",2019,5,42314.2187660817,610,1423,13,826,38700207854.5721
"1014",2020,5,42314.2187660817,241,716,13,488,50738664823.1893
"1015",2021,5,42314.2187660817,454,955,21,522,84693702220.7581
"1016",2022,5,42314.2187660817,561,1366,25,830,129024436751.814
"1017",2023,5,42314.2187660817,770,1915,25,1170,177208053909.523
"1018",2024,5,42314.2187660817,894,1835,12,953,216436843032.019
"1019",2025,5,42314.2187660817,647,1183,38,574,273153624468.544
"1020",2026,5,42314.2187660817,0,4,1,5,273174069561.527
"1021",2015,1,56418.9583547756,384,488,3,107,235468378.000788
"1022",2016,1,56418.9583547756,259,443,1,185,1870056914.55655
"1023",2017,1,56418.9583547756,87,177,5,95,8062868420.35916
"1024",2018,1,56418.9583547756,500,765,7,272,17653587420.5277
"1025",2019,1,56418.9583547756,596,1425,11,840,38309210776.5579
"1026",2020,1,56418.9583547756,295,717,12,434,55541704214.2741
"1027",2021,1,56418.9583547756,504,962,14,472,105858002644.59
"1028",2022,1,56418.9583547756,647,1371,20,744,157620180783.524
"1029",2023,1,56418.9583547756,832,1913,27,1108,207447045374.577
"1030",2024,1,56418.9583547756,930,1827,20,917,249269615564.352
"1031",2025,1,56418.9583547756,683,1201,20,538,332494178020.022
"1032",2026,1,56418.9583547756,5,5,0,0,332632015486.828
"1033",2015,2,56418.9583547756,401,490,1,90,299388259.065013
"1034",2016,2,56418.9583547756,244,443,1,200,1949838161.6145
"1035",2017,2,56418.9583547756,86,177,5,96,8399166206.70534
"1036",2018,2,56418.9583547756,470,769,3,302,17835111949.2363
"1037",2019,2,56418.9583547756,636,1431,5,800,43225411321.9589
"1038",2020,2,56418.9583547756,321,715,13,407,60887039854.5687
"1039",2021,2,56418.9583547756,527,965,11,449,105496374093.866
"1040",2022,2,56418.9583547756,639,1371,21,753,158448678527.514
"1041",2023,2,56418.9583547756,889,1918,23,1052,207350784725.23
"1042",2024,2,56418.9583547756,915,1819,27,931,248504287511.352
"1043",2025,2,56418.9583547756,664,1194,26,556,333003889947.948
"1044",2026,2,56418.9583547756,6,6,0,0,333088428559.875
"1045",2015,3,56418.9583547756,392,487,3,98,302610816.891515
"1046",2016,3,56418.9583547756,259,438,5,184,1808572496.69112
"1047",2017,3,56418.9583547756,80,180,2,102,8517359076.63991
"1048",2018,3,56418.9583547756,492,755,16,279,17510304235.2358
"1049",2019,3,56418.9583547756,643,1426,11,794,43029899406.8897
"1050",2020,3,56418.9583547756,307,713,16,422,60519859252.8415
"1051",2021,3,56418.9583547756,528,964,13,449,105590302582.119
"1052",2022,3,56418.9583547756,666,1365,26,725,157764214666.703
"1053",2023,3,56418.9583547756,873,1904,36,1067,205536046503.235
"1054",2024,3,56418.9583547756,896,1827,20,951,246815472951.141
"1055",2025,3,56418.9583547756,643,1190,31,578,326715423162.909
"1056",2026,3,56418.9583547756,5,5,0,0,326811818011.046
"1057",2015,4,56418.9583547756,418,491,0,73,311638614.142106
"1058",2016,4,56418.9583547756,265,443,1,179,1918132137.93311
"1059",2017,4,56418.9583547756,90,178,4,92,7663429261.63783
"1060",2018,4,56418.9583547756,512,770,2,260,17931611310.6022
"1061",2019,4,56418.9583547756,641,1428,8,795,41995508050.2533
"1062",2020,4,56418.9583547756,312,713,15,416,59776986566.4329
"1063",2021,4,56418.9583547756,533,964,12,443,105551407281.319
"1064",2022,4,56418.9583547756,672,1374,18,720,158046337413.093
"1065",2023,4,56418.9583547756,875,1917,24,1066,200657819905.828
"1066",2024,4,56418.9583547756,901,1821,25,945,240760837063.215
"1067",2025,4,56418.9583547756,661,1185,35,559,329169393176.079
"1068",2026,4,56418.9583547756,0,6,0,6,329263366166.889
"1069",2015,5,56418.9583547756,421,491,0,70,311276385.608771
"1070",2016,5,56418.9583547756,252,443,1,192,1790712335.62769
"1071",2017,5,56418.9583547756,91,177,5,91,8323040936.54834
"1072",2018,5,56418.9583547756,511,757,15,261,17063740121.4972
"1073",2019,5,56418.9583547756,660,1424,12,776,42697166952.2294
"1074",2020,5,56418.9583547756,281,717,12,448,59673838217.4227
"1075",2021,5,56418.9583547756,513,963,13,463,105779446853.416
"1076",2022,5,56418.9583547756,641,1374,17,750,153823050711.773
"1077",2023,5,56418.9583547756,857,1919,21,1083,208589805727.974
"1078",2024,5,56418.9583547756,923,1840,7,924,250464079051.715
"1079",2025,5,56418.9583547756,652,1191,30,569,330047473025.645
"1080",2026,5,56418.9583547756,5,4,1,0,330065422715.39
"1081",2015,1,1e+06,396,488,3,95,239033222.865448
"1082",2016,1,1e+06,269,443,1,175,2175954041.97228
"1083",2017,1,1e+06,97,180,2,85,9296172814.85785
"1084",2018,1,1e+06,549,770,2,223,34754193166.329
"1085",2019,1,1e+06,854,1435,1,582,84552159712.1828
"1086",2020,1,1e+06,553,727,2,176,162360227289.014
"1087",2021,1,1e+06,812,975,1,164,376849848913.755
"1088",2022,1,1e+06,1178,1389,2,213,601482004494.85
"1089",2023,1,1e+06,1764,1936,4,176,743146842521.415
"1090",2024,1,1e+06,1738,1839,8,109,834173754995.274
"1091",2025,1,1e+06,1052,1216,5,169,854993654702.671
"1092",2026,1,1e+06,5,5,0,0,855009636967.771
"1093",2015,2,1e+06,378,490,1,113,322138600.674304
"1094",2016,2,1e+06,287,443,1,157,2206360327.95377
"1095",2017,2,1e+06,93,180,2,89,9322024621.82723
"1096",2018,2,1e+06,534,770,2,238,34605388686.569
"1097",2019,2,1e+06,849,1435,1,587,88145376539.017
"1098",2020,2,1e+06,546,728,0,182,162386185915.667
"1099",2021,2,1e+06,820,975,1,156,379902551478.108
"1100",2022,2,1e+06,1192,1387,5,200,552377735780.125
"1101",2023,2,1e+06,1765,1936,5,176,729197292707.747
"1102",2024,2,1e+06,1737,1840,6,109,753020065957.182
"1103",2025,2,1e+06,1053,1219,1,167,856418345117.556
"1104",2026,2,1e+06,6,6,0,0,856455783084.515
"1105",2015,3,1e+06,395,486,4,95,324928541.415034
"1106",2016,3,1e+06,278,439,4,165,2068209493.52567
"1107",2017,3,1e+06,105,181,1,77,9384248330.10599
"1108",2018,3,1e+06,515,765,6,256,28832807499.1722
"1109",2019,3,1e+06,872,1434,3,565,87887043341.7174
"1110",2020,3,1e+06,545,728,1,184,157702952033.114
"1111",2021,3,1e+06,842,972,5,135,344185487640.143
"1112",2022,3,1e+06,1202,1388,3,189,601167555791.427
"1113",2023,3,1e+06,1773,1938,2,167,759762139540.406
"1114",2024,3,1e+06,1736,1846,1,111,837000058039.674
"1115",2025,3,1e+06,1041,1219,2,180,856376289721.926
"1116",2026,3,1e+06,5,5,0,0,856410090710.697
"1117",2015,4,1e+06,414,490,1,77,334556830.832192
"1118",2016,4,1e+06,275,443,1,169,2171331801.48753
"1119",2017,4,1e+06,84,179,3,98,8536260103.09515
"1120",2018,4,1e+06,544,772,0,228,34754193677.4906
"1121",2019,4,1e+06,822,1433,3,614,83633587398.9971
"1122",2020,4,1e+06,565,725,3,163,158804443783.011
"1123",2021,4,1e+06,822,976,0,154,378446317709.765
"1124",2022,4,1e+06,1191,1390,2,201,601018365673.436
"1125",2023,4,1e+06,1770,1939,2,171,759672775871.478
"1126",2024,4,1e+06,1748,1842,4,98,835526676468.096
"1127",2025,4,1e+06,1040,1216,4,180,854737000449.395
"1128",2026,4,1e+06,6,6,0,0,854725207231.573
"1129",2015,5,1e+06,395,491,0,96,334035465.411921
"1130",2016,5,1e+06,230,443,1,214,1910488556.83577
"1131",2017,5,1e+06,100,178,4,82,9213646254.32893
"1132",2018,5,1e+06,522,763,9,250,33436174705.1693
"1133",2019,5,1e+06,847,1435,1,589,88181802302.3435
"1134",2020,5,1e+06,563,729,0,166,162384346096.158
"1135",2021,5,1e+06,839,975,1,137,379877122256.181
"1136",2022,5,1e+06,1194,1390,1,197,600941065058.321
"1137",2023,5,1e+06,1767,1935,5,173,759195766209.011
"1138",2024,5,1e+06,1747,1847,0,100,837001533073.778
"1139",2025,5,1e+06,1037,1216,5,184,855519610749.225
"1140",2026,5,1e+06,5,5,0,0,855495008061.838
